text,sentiment
من الظلم أن ابدو لك قويا وتعتقد أنني أستحق الألم,neu
كاين اللي كيعيش الحياة وكيدخل لتويتر مرة مرة وكاين اللي كيعيش تويتر وكيدخل للحياة مرة مرة,neu
عندما أقرأ منشوراتك كمسؤول عن قطاع الرياضة في السعودية استنتج حجم الأزمة القيمية والفكرية التي يعانيها المجتمع السعودي,neg
نحاول ان نخفي مشاكلنا الواقعية بالإنغماس في العالم الافتراضي أصبحت مواقع التواصل الإجتماعي مكان للهرب من الواقع,neg
مكتميزش بين ضربة جزاء وتسلل وتنتقد المدرب الزمر هدا,neg
الفيفا دائما على علم بأنها تظلم المغرب وتحاول التغطية على ذلك بمثل هذه المبادرات التافهة,neg
اداء رائع من الفريق الوطني المغربي المنتخب البرتغالي سرق الفوز فقط معليش معليش,pos
رونالدو كون راجل ومتنكرش العشرة خيرنا سابق,pos
كلنا أطفال نعتبر كبارا لأننا تعلمنا كيف نخفي ذلك الطفل الذي بداخلنا,neu
اختي راه الكبت والجهل راه كينتجو الوحوش البشرية,neg
ارجو لك الشفاء العاجل,pos
نعم الإنجاب حتى الحيوانات تنجب اذن لا فخر في ذلك مشكلتنا اننا مجتمعات تنجب ولا تربي,neg
المرجو من الإخوة العرب والمسلمين تشجيع المنتخب البرتغالي غدا لأن هذه هي الطريقة الوحيدة لضمان فوز المنتخب المغربي وشكرا,pos
مصر نريد فوزا اليوم لا تخذلونا,pos
لا يستطيع أحد أن يحرس عزلته إذا لم يعرف كيف يكون بغيضا,neu
هذا السلوك الغريب على المجتمعات يدخل في اطار التفاخر الاجتماعي عبر مواقع التواصل بحيث أن تلك الفتاة تريد ان تعطي انطباع للاخر بأنها سعيدة وتعيش الرفاه الإجتماعي,neu
بغيناهم اسجلو على راسهم,neu
اذا كانت مقابل لاشيء تعثر فما هو السقوط,neu
البدوي يبقى بدوي حتى هذا الإحصاء بدون مصادر,neg
خصها تمشي لجميع الشعب ولا بلاش,neu
هادوك هما المنشطات,neu
مستحيل يخسر,neu
هناك محفزات تدفع المكسكيين للقتال,neu
يجب رفع طلب للفيفا يمنع من خلاله مشاركة المنتخبات الضعيفة كالسعودية,neg
لقد انتصر الشيطان يا سادة,neg
لايهم الخسارة جزء من اللعبة والمهم اللاعبين يراكموا التجربة ونستافدو من هاد المونديال للاستحقاقات قادمة برافو المغرب رغم الخسارة رغم كل شيء,pos
ليس لديكم شيء يجعلني احقد عليكم,neu
بالتوفيق أسود الأطلس,pos
لو انت إنسان عاقل السعودية أصل الشر في العالم ولو إنت إنسان عاقل فأنت تعلم ذلك,neg
أعلم أن الدول تبحث عن مصالحها وهذا أيضا يدخل في إطار بحثنا عن مصالحنا مادمت السعودية تبحث عن مصالحها واي دولة تعادي مصالحنا نعاديها,neg
السعودية حشدت الأصوات لصالح الملف الثلاثي الامريكي وضغطت للتصويت ضد الملف المغربي وصرح تركي آل بذلك علنا واحتفل الشعب السعودي بخسارة المغرب التنظيم كل هذه اسباب كافية,neg
راه حتى التعادل زوين خصوصا الى ربحنا,pos
أنت شخص يتحدث كثيرا ويحشر أنفه في كل شيء انت شخص تافه انت لن تستطيع بناء أي شيء لأنك تعتقد أن المال يشتري كل شيء وهذا خطأ انتم في السعودية صحيح تملكون المال لكن ينقصكم العقل,neg
كل عام وانت بألف خير,pos
ضحكتني الله امسخك,pos
المغرب يعلن رفضه المشاركة في مؤتمر وزراء الاتصال لدول تحالف دعم الشرعية في اليمن والذي سينعقد في يونيو في مدينة جدة السعودية نبارك هذه الخطوة,pos
هنيئا للمنتخب الروسي الفوز برباعية جميلة,pos
مخادع ويعتقد أننا أغبياء,neg
السعودية لم تختار التصويت للملف الأمريكي بل كان من المفروض عليها التصويت له وهذا هو المؤسف في الأمر السعودية قرارها ليس بين يديها,neu
من الأفضل للنجار ان يصلح باب منزله المكسور قبل التفكير في إصلاح أبواب الآخرين,neu
السعودية هي أصل الشر في العالم وتذكر كلامي جيدا سيكون مستقبلكم جحيما,neg
بعيدا عن السياسة كلنا مع المنتخب الروسي الشقيق في مباراة الافتتاح في كأس العالم,pos
لكي أختصر الدول العربية تكره المغرب وهي تنافقه فقط هم لا يحبون الخير للمغرب المغرب عقدة بالنسبة للعديد من الدول العربية والتاريخ يشهد على ذلك,neg
ما مضى فات ولا داعي لإحيائه,neu
كلما اتسعت الرؤية ضاقت العبارة,neu
لقد اثبت التاريخ ان لا أحد يتعلم من التاريخ,neu
من ضمن جميع الرويات التي قرأتها لا زلت أبحث عن تلك الرواية,neu
لكي تكون قويا يجب ألا تنتظر من أحد أن يحبك,neu
نحن نفعل كل ما في وسعنا لنكون بشرا أسوياء,neu
مع كامل احترامي زيدان اثبت نفسه كمدرب واخطاء الحكام والحراس جزء من اللعبة وليست لها علاقة بحظ المدرب او او,pos
برامج رمضان عندما يغيب المعنى يصبح الكوميدي مهرجا تعواج الفم ماشي فن,neg
قصدي هو تحسين أوضاع العيش عن طريق ملائمة عدد السكان مع الثروات ومقدرات الطبيعة,neu
لا أقوم بفعل الخير متطلعا لثواب الله بل لأني لو لم أفعله فلن أستطيع النظر إلى نفسي في المرآة,pos
لأن لهم دين يظنون أنهم معفيون من أن تكون لهم أخلاق,neg
ماتعيشه المجتمعات العربية والاسلامية اليوم من نقاشات عقلانية في قضايا دينية شبيه بما عاشته أوروبا مابين القرنين و انها بدايات عصر النهضة عندنا وعليه فنحن متأخرين بثلاث قرون عن الحداثة الفكرية,neg
السفينة في الميناء أمنة لكن ليس لهذا الغرض تصنع السفن,neu
الفكرة الواضحة سرعان ما تجد الكلمات التي تناسبها و بذلك فإنه متى كان الإنسان قادرا على مزاولة التفكير أصلا فإنه يكون قادرا على التعبير عن فكره بوضوح في ألفاظ مفهومة محدودة المعنى,neu
وبعض الشوارع أنظف من العابرين فيها للأسف,neg
لاشيء بعد الموت الموت تعني النهاية النهاية بكل مافي الكلمة من معنى نحن كائنات ترفض الإعتراف بالفناء وهذا ما يدفع العلم للبحث عن الأبدية وأنا متأكد أننا سنحصل عليها إما بفضل وصفة ما وإما عن طريق تحويل الإنسان إلى ألة أو إنسان شبه ألي,neu
